id,dataset,category,code,question,answer,prediction,accuracy,completeness,clarity,relevance
q303,codeqa,For what purpose,def get override for user user block name default None if not hasattr block ' student overrides' block student overrides {}overrides block student overrides get user id if overrides is None overrides get overrides for user user block block student overrides[user id] overridesreturn overrides get name default,For what purpose does the code get the value of the overridden field ?,for the user,"def get_override_for_user_block ( self, user_id ) : return self. student_overrides.get ( user_id, self. defaults.get ('student_overrides', {} ). get ( 'overrides', {} ). get ( 'get_user_id', self. defaults. get ( 'user_id' ) ) )",1,2,5,3
q304,codeqa,For what purpose,def create subnet group name description subnet ids tags None region None key None keyid None profile None res salt ['boto rds subnet group exists'] name tags region key keyid profile if res get 'exists' return {'exists' bool res }try conn get conn region region key key keyid keyid profile profile if not conn return {'results' bool conn }taglist tag doc tags rds conn create db subnet group DB Subnet Group Name name DB Subnet Group Description description Subnet Ids subnet ids Tags taglist return {'created' bool rds }except Client Error as e return {'error' salt utils boto 3 get error e },For what purpose does the code create an rds subnet group cli example ?,to create an rds subnet group : : salt myminion boto_rds,"def create_subnet_group ( self, name, description, subnet_ids, tags = None, region = None, key = None, keyid = None, profile = None, res = None, conn = None, rds = None, taglist = None, db = None, create = None ) : return {'created' bool rds }",1,1,1,1
q305,codeqa,For what purpose,def delete volume target stop True volinfo info if target not in volinfo log error ' Cannotdeletenon-existingvolume{ 0 }' format target return Falserunning volinfo[target]['status'] '1 ' if not stop and running log error ' Volume{ 0 }mustbestoppedbeforedeletion' format target return Falseif running if not stop volume target force True return Falsecmd 'volumedelete{ 0 }' format target return gluster cmd,For what purpose does the code delete a gluster volume target volume if it is started ?,to delete stop stop volume before delete,"def delete_volume ( self, target, stop, volinfo, log, force = False) : return gluster cmd ( 'volumedelete{ 0 }', format = target, stop = stop, volinfo = volinfo, log = log, force = force )",1,1,1,1
q306,codeqa,For what purpose,def register create keys from csr arguments session argument table **kwargs argument table['certificate-pem-outfile'] Query Out File Argument session session name 'certificate-pem-outfile' query 'certificate Pem' after call event 'after-call iot Create Certificate From Csr' perm 384,For what purpose does the code add certificate - pem - outfile ?,to create - certificate - from - csr,"def register ( self, **kwargs ) : return kwargs. get ( 'certificate-pem-outfile' )",1,2,5,3
q307,codeqa,For what purpose,@require context@require snapshot existsdef volume glance metadata copy to snapshot context snapshot id volume id session get session with session begin metadata volume glance metadata get context volume id session session for meta in metadata vol glance metadata models Volume Glance Metadata vol glance metadata snapshot id snapshot idvol glance metadata key meta['key']vol glance metadata value meta['value']vol glance metadata save session session,For what purpose does the code update the glance metadata ?,for a snapshot,"def update_metadata ( self, key, value ) : return self. _metadata. update ( { key : value } )
Question: What is the purpose of the update_metadata method?
Answer: to update the metadata of a volume",5,5,5,5
q308,codeqa,For what purpose,def add X Intersection Indexes From Loops front Over Width loops solid Index x Intersection Index Lists width y List for loop in loops add X Intersection Indexes From Loop front Over Width loop solid Index x Intersection Index Lists width y List,For what purpose does the code add the x intersection indexes ?,for a loop,"def add_x_indexes_from_loops_front_over_width_loops_solid_index_x_intersection_index_lists_width_y_list(self) : 
    for i in range(len(self)):
        for j in range(len(self)):
            self.add_x_indexes_from_loops_front_over_width_loops_solid_index_x_intersection_index_lists_width_y_list(self, i, j)",1,1,1,1
q309,codeqa,For what purpose,@require context@require volume existsdef volume glance metadata copy from volume to volume context src volume id volume id session get session with session begin metadata volume glance metadata get context src volume id session session for meta in metadata vol glance metadata models Volume Glance Metadata vol glance metadata volume id volume idvol glance metadata key meta['key']vol glance metadata value meta['value']vol glance metadata save session session,For what purpose does the code update the glance metadata ?,for a volume,"def update_metadata ( self, key, value ) : 
    meta = self. _metadata
    meta [ key ] = value
    self. _metadata = meta
    return self. _metadata",1,2,5,3
q310,codeqa,For what purpose,def add X Intersection Indexes From Loop Y loop solid Index x Intersection Index List y for point Index in xrange len loop point First loop[point Index]point Second loop[ point Index + 1 % len loop ]x Intersection get X Intersection If Exists point First point Second y if x Intersection None x Intersection Index List append X Intersection Index solid Index x Intersection,For what purpose does the code add the x intersection indexes ?,for a loop,"def add_x_intersection_index_from_loop_y_loop_z(self, loop_x, loop_y, loop_z, point_index, point, point_index_plus_one, x_intersection, y, index, solid_index):
    if x_intersection is not None:
        index = point_index + 1
        while index < len(loop_z):
            if loop_z[index] == point:
                y.append(index)
                index = point_index_plus_one
            index = (index + 1) % len(loop_z)",1,1,1,1
q311,codeqa,For what purpose,def covar mstep full gmm X responsibilities weighted X sum norm min covar n features X shape[ 1 ]cv np empty gmm n components n features n features for c in range gmm n components post responsibilities[ c]mu gmm means [c]diff X - mu with np errstate under 'ignore' avg cv np dot post * diff T diff / post sum + 10 * EPS cv[c] avg cv + min covar * np eye n features return cv,For what purpose does the code perform the covariance m step ?,for full cases,"def covar_mstep ( self, X, gmm, responsibilities, n, covar, shape, np, EPS, avg, post, diff, cv, c ) : return cv",1,1,1,1
q312,codeqa,For what purpose,def register create keys and cert arguments session argument table **kwargs after event 'after-call iot Create Keys And Certificate'argument table['certificate-pem-outfile'] Query Out File Argument session session name 'certificate-pem-outfile' query 'certificate Pem' after call event after event perm 384 argument table['public-key-outfile'] Query Out File Argument session session name 'public-key-outfile' query 'key Pair Public Key' after call event after event perm 384 argument table['private-key-outfile'] Query Out File Argument session session name 'private-key-outfile' query 'key Pair Private Key' after call event after event perm 384,For what purpose does the code add outfile save arguments ?,to create - keys - and - certificate - --certificate - pem - outfile - --public - key - outfile - --private - key - outfile,"def register ( self, **kwargs ) : 
    table = kwargs. get ( 'certificate-pem-outfile' )
    table. save ( **kwargs )",1,2,5,3
q313,codeqa,For what purpose,def fetch crl project id if not CONF use project ca project id Nonecrl file path crl path project id if not os path exists crl file path raise exception Crypto CRL File Not Found project project id with open crl file path 'r' as crlfile return crlfile read,For what purpose does the code get crl file ?,for project,"def fetch_crl_project_id ( self, crl_file_path ) : return crl_file_path
Question: What does the code return?
Answer: the path to the crl file",1,2,5,3
q314,codeqa,For what purpose,def open resource name if resource stream is not None return resource stream name 'zoneinfo/' + name else name parts name lstrip '/' split '/' for part in name parts if part os path pardir or os path sep in part raise Value Error ' Badpathsegment %r' % part filename os path join os path dirname file 'zoneinfo' *name parts return open filename 'rb',For what purpose does the code open a resource ?,for reading,"def open_resource ( self, resource_name ) : return open ( resource_name, 'rb' if resource_name is not None else 'r' )",1,2,5,3
q315,codeqa,For what purpose,def organize states for post update base mapper states uowtransaction return connections for states base mapper uowtransaction states,For what purpose does the code make an initial pass across a set of states ?,for update corresponding to post_update,"def organize_states_for_post_update_base_mapper_states(self) : 
    return self._base_mapper_states
    # This line is missing a colon at the end, it should be :",1,2,3,2
q316,codeqa,For what purpose,def preprocess for train image output height output width resize side min RESIZE SIDE MIN resize side max RESIZE SIDE MAX resize side tf random uniform [] minval resize side min maxval resize side max + 1 dtype tf int 32 image aspect preserving resize image resize side image random crop [image] output height output width [0 ]image set shape [output height output width 3] image tf to float image image tf image random flip left right image return mean image subtraction image [ R MEAN G MEAN B MEAN],For what purpose does the code preprocess the given image ?,for training,"def preprocess ( self, image ) : return image. resize ( self. RESIZE SIDE MIN, self. RESIZE SIDE MAX, self. RESIZE SIDE MIN, self. RESIZE SIDE MAX, self. RESIZE SIDE TF, self. RESIZE SIDE UNIFORM, self. RESIZE SIDE MIN, self. RESIZE SIDE MAX, self. RESIZE SIDE TF, self. RESIZE SIDE INT32, self. RESIZE SIDE 32, self. RESIZE SIDE MIN, self. RESIZE SIDE MAX, self. RESIZE SIDE TF, self. RESIZE SIDE INT32, self. RESIZE SIDE",1,1,1,1
q317,codeqa,For what purpose,def colorbar factory cax mappable **kwargs if isinstance mappable contour Contour Set and any [ hatch is not None for hatch in mappable hatches] cb Colorbar Patch cax mappable **kwargs else cb Colorbar cax mappable **kwargs cid mappable callbacks SM connect u'changed' cb on mappable changed mappable colorbar cbmappable colorbar cid cidreturn cb,For what purpose does the code create a colorbar ?,for the given mappable,"def colorbar_factory ( cax, mappable, **kwargs ) : return cb = cax. mappable ( **kwargs ) if isinstance ( mappable, contour. contour ) and any ( any ( hatch is not None for hatch in mappable. hatches ) ) else cb = cax. mappable ( **kwargs ) cid = kwargs. get ( 'cid', 'default' ) return cb",1,1,1,1
q318,codeqa,For what purpose,def remove dataset fields content content yaml safe load content dataset content['dataset']for key in dataset if key not in ok to log dataset[key] 'REMOVED'return yaml safe dump content,For what purpose does the code remove non - whitelisted fields from dataset ?,for logging,"def remove_dataset_fields ( self, dataset, ok_to_log = True ) : return { key : yaml_safe_dump ( value ) for key, value in dataset. items () if key not in ok_to_log }",1,2,5,3
q319,codeqa,For what purpose,def reset extensions translations locales apps schema editor Extension apps get model u'extensions' u' Extension' Translation apps get model u'translations' u' Translation' extensions Extension objects all for extension in extensions translations ids filter None [extension name id extension description id] lang extension default language lower Translation objects filter id in translations ids update locale lang,For what purpose does the code reset the locale field ?,for all translations on existing extensions,"def reset_locale ( self ) : return self. locale = None
Question: What does the code reset the locale field to None?
Answer: to clear the locale field",1,2,5,3
q320,codeqa,For what purpose,def dump model model attrs None for field in model meta fields print '%s %s ' % field name str getattr model field name if attrs is not None for attr in attrs print '%s %s ' % attr str getattr model attr for field in model meta many to many vals getattr model field name print '%s %s %i ' % field name ' ' join map str vals all vals count print,For what purpose does the code dump the model fields ?,for debugging,dump model model attrs None for field in model meta fields print '%s %s'% field name str getattr model field name if attrs is not None for attr in attrs print '%s %s'% attr str getattr model attr for field in model meta many to many vals getattr model field name print '%s %s %i'% field name'' join map str vals all vals count print,1,1,1,1
q321,codeqa,For what purpose,def active log format name log format server DEFAULT SERVER ret {'name' name 'changes' {} 'comment' str 'result' None}current log format salt ['win smtp server get log format'] server if log format current log format ret['comment'] ' Log Plugin Clsidalreadycontainstheidoftheprovidedlogformat 'ret['result'] Trueelif opts ['test'] ret['comment'] ' Log Plugin Clsidwillbechanged 'ret['changes'] {'old' current log format 'new' log format}else ret['comment'] ' Set Log Plugin Clsidtocontaintheidoftheprovidedlogformat 'ret['changes'] {'old' current log format 'new' log format}ret['result'] salt ['win smtp server set log format'] log format server return ret,For what purpose does the code manage the active log format ?,for the smtp server,"def active_log_format ( self, **opts ) : return ret['comment'] +'' + ret['result'] +'' + ret['changes'] if opts ['test'] else ret['comment'] +'' + ret['result'] +'' + ret['changes'] +'' + ret['salt'] +'' + ret['server']",1,1,1,1
q322,codeqa,For what purpose,@task base Base Instructor Task routing key settings GRADES DOWNLOAD ROUTING KEY def calculate problem grade report entry id xmodule instance args action name ugettext noop 'problemdistributiongraded' TASK LOG info u' Task %s Instructor Task ID %s Tasktype %s Preparingfortaskexecution' xmodule instance args get 'task id' entry id action name task fn partial upload problem grade report xmodule instance args return run main task entry id task fn action name,For what purpose does the code push the results to an s3 bucket ?,for download,"def push_to_s3 ( self, bucket, key ) : return s3. put_object ( bucket, key, body = self. _data, headers = self. _headers )",1,2,5,3
q323,codeqa,For what purpose,def fetch crl project id if not CONF crypto use project ca project id Nonecrl file path crl path project id if not os path exists crl file path raise exception Crypto CRL File Not Found project project id with open crl file path 'r' as crlfile return crlfile read,For what purpose does the code get crl file ?,for project,"def fetch_crl_project_id ( self, crl_file_path ) : return crl_file_path
Question: What does the code return?
Answer: the path to the crl file",1,2,5,3
q324,codeqa,For what purpose,def open resource name name parts name lstrip '/' split '/' for part in name parts if part os path pardir or os path sep in part raise Value Error ' Badpathsegment %r' % part filename os path join os path dirname file 'zoneinfo' *name parts if not os path exists filename and resource stream is not None return resource stream name 'zoneinfo/' + name return open filename 'rb',For what purpose does the code open a resource ?,for reading,"def open_resource ( self, name, parts, lstrip = False, split = True, sep = '/', pardir = None, join = True, dirname = None, exists = True, stream = None ) : 
    if not exists and not os.path.exists ( name ) : raise ValueError ('Badpathsegment %r' % name )
    if not os.path.isdir ( name ) : raise ValueError ('Badpathsegment %r' % name )
    if not os.path.isfile ( name ) : raise ValueError ('Badpathsegment %r' % name )
    if not os.path.isabs ( name )",1,1,1,1
q325,codeqa,For what purpose,def create File final Size 2000000000 chunk np random normal size 1000000 astype np float 32 f h5 py File 'test hdf 5 ' 'w' f create dataset 'data' data chunk chunks True maxshape None data f['data']n Chunks final Size // chunk size * chunk itemsize with pg Progress Dialog ' Generatingtest hdf 5 ' 0 n Chunks as dlg for i in range n Chunks newshape [ data shape[ 0 ] + chunk shape[ 0 ] ]data resize newshape data[ - chunk shape[ 0 ] ] chunkdlg + 1if dlg was Canceled f close os remove 'test hdf 5 ' sys exit dlg + 1f close,For what purpose does the code create a large hdf5 data file ?,for testing,"def create_file ( self, filename, mode, chunksize, npartitions, data, dtype, shape, maxshape, data_shape, data_type, data_format, data_precision, data_scale, data_compression, data_compression_level, data_chunksize, data_chunksize_bytes, data_chunksize_bytes_per_block, data_chunksize_bytes_per_block_bytes, data_chunksize_bytes_per_block_bytes_per_block, data_chunksize_bytes_per_block_bytes_per_block_bytes_per_block_bytes, data_chunksize_bytes_per_block_bytes_per_block_bytes_per_block_bytes_per_block_bytes_per_block_bytes_per_block_bytes_per_block_bytes_per_block_bytes_per_block",1,1,1,1
q326,codeqa,For what purpose,def read sheets archive xml source archive read ARC WORKBOOK tree fromstring xml source for element in safe iterator tree '{%s}sheet' % SHEET MAIN NS attrib element attribattrib['id'] attrib[ '{%s}id' % REL NS ]del attrib[ '{%s}id' % REL NS ]if attrib['id'] yield attrib,For what purpose do worksheet titles and ids read ?,for a workbook,"def read_sheets ( self, archive, tree, sheet_name, rel, ns ) : return [ attrib for attrib in tree. find ( '{%s}sheet' % sheet_name. NS ). attrib [ '{%s}id' % rel ] for attrib in tree. find ( '{%s}sheet' % sheet_name. NS ). attrib [ '{%s}id' % rel ] if attrib['id'] yield attrib",1,2,3,1
q327,codeqa,For what purpose,def preprocess for train image output height output width padding PADDING tf image summary 'image' tf expand dims image 0 image tf to float image if padding > 0 image tf pad image [[padding padding] [padding padding] [0 0]] distorted image tf random crop image [output height output width 3] distorted image tf image random flip left right distorted image tf image summary 'distorted image' tf expand dims distorted image 0 distorted image tf image random brightness distorted image max delta 63 distorted image tf image random contrast distorted image lower 0 2 upper 1 8 return tf image per image whitening distorted image,For what purpose does the code preprocess the given image ?,for training,"def preprocess ( self, image ) : return tf. expand_dims ( image, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,",1,1,1,1
q328,codeqa,For what purpose,def organize states for post update base mapper states uowtransaction return list connections for states base mapper uowtransaction states,For what purpose does the code make an initial pass across a set of states ?,for update corresponding to post_update,"def organize_states_for_post_update_base_mapper_states(self) : 
    return self._state_mapping_for_post_update_base_mapper_states
    # or 
    # return self._state_mapping_for_post_update_base_mapper_states for states in self._state_mapping_for_post_update_base_mapper_states",1,2,5,3
q329,codeqa,For what purpose,def preprocess for eval image output height output width tf image summary 'image' tf expand dims image 0 image tf to float image resized image tf image resize image with crop or pad image output width output height tf image summary 'resized image' tf expand dims resized image 0 return tf image per image whitening resized image,For what purpose does the code preprocess the given image ?,for evaluation,"def preprocess ( self, image, output_height, output_width, tf, expand_dims = True, to_float = True, crop_or_pad = False, output_width = 0, output_height = 0, tf_summary = True, image_summary = True, image_type = 'image', image_name = 'preprocessed_image', image_data = None, image_data_type = None, image_data_format = None, image_data_shape = None, image_data_format_name = None, image_data_format_type = None, image_data_type_name = None, image_data_type_format = None, image_data_format_name_type = None,",1,1,1,1
q330,codeqa,For what purpose,def init gpg gpg gnupg GPG homedir config GPG KEY DIR for keyfile in 'test journalist key pub' 'test journalist key sec' gpg import keys open keyfile read return gpg,For what purpose does the code import the journalist key ?,for testing,"def init_gpg ( self, gpg, gnupg, GPG homedir, keyfile, pub, sec, gpg_import ) : return gpg_import",1,1,1,1
q331,codeqa,For what purpose,def preprocess for eval image output height output width resize side image aspect preserving resize image resize side image central crop [image] output height output width [0 ]image set shape [output height output width 3] image tf to float image return mean image subtraction image [ R MEAN G MEAN B MEAN],For what purpose does the code preprocess the given image ?,for evaluation,"def preprocess ( self, image, output_height, output_width, side, crop, shape, tf, to_float ) : return mean ( image, side, crop, shape, to_float )",1,2,5,3
q332,codeqa,For what purpose,def get repo **kwargs for key in 'fromrepo' 'repo' try return kwargs[key]except Key Error passreturn '',For what purpose does the code check the kwargs ?,for either fromrepo or repo,"def get_repo_info ( self, **kwargs ) : return kwargs.get ( 'fromrepo', '' ) +'' + kwargs.get ('repo', '' )",1,2,5,3
q333,codeqa,For what purpose,def get overrides for user user block query Student Field Override objects filter course id block runtime course id location block location student id user id overrides {}for override in query field block fields[override field]value field from json json loads override value overrides[override field] valuereturn overrides,For what purpose does the code get all of the individual student overrides ?,for given user and block,"def get_overrides ( self ) : return overrides
Question: What does the code return?
Answer: the overrides",1,1,1,1
q334,codeqa,For what purpose,def get cls kwargs cls set None toplevel set is None if toplevel set set ctr cls dict get ' init ' False has init ctr and isinstance ctr types Function Type and isinstance ctr code types Code Type if has init names has kw inspect func args ctr set update names if not has kw and not toplevel return Noneif not has init or has kw for c in cls bases if get cls kwargs c set is None break set discard 'self' return set,For what purpose do the full set of inherited kwargs return ?,for the given cls,"def get_cls_kwargs(cls, set=None, toplevel=None, is_none=None, ctr=None, **kwargs):
    if is_none:
        return None
    if toplevel:
        return kwargs
    if ctr:
        return kwargs.get(ctr)
    if isinstance(ctr, dict):
        return kwargs.get(ctr.get('init', False), False)
    if isinstance(ctr, (list, tuple)):
        return sorted(kwargs.get(ctr, []), reverse=True)
    if isinstance(ctr, set):
        return kwargs.get(ctr, set())
    if isinstance(ctr, dict):
        return kwargs.get(",1,1,1,1
q335,codeqa,For what purpose,def implemented function symfunc implementation from sympy core function import Undefined Functionif isinstance symfunc string types symfunc Undefined Function symfunc elif not isinstance symfunc Undefined Function raise Value Error 'symfuncshouldbeeitherastringoran Undefined Functioninstance ' symfunc imp staticmethod implementation return symfunc,For what purpose does the code add numerical implementation ?,to function symfunc,def implemented function symfunc implementation from sympy core function import Undefined Functionif isinstance symfunc string types symfunc Undefined Function symfunc elif not isinstance symfunc Undefined Function raise Value Error'symfuncshouldbeeitherastringoran Undefined Functioninstance'symfunc imp staticmethod implementation return symfunc,1,1,1,1
q336,codeqa,For what purpose,def image property delete all context image id delete time None session None props updated count image child entry delete all models Image Property image id delete time session return props updated count,For what purpose does the code delete all image properties ?,for given image,"def delete_all_properties ( self, image_id, session, props, updated_count ) : return props",1,2,5,3
q337,codeqa,For what purpose,def get check class check name check path from checks import Agent Checkcheck class Nonetry check module imp load source 'checksd %s' % check name check path except Exception as e traceback message traceback format exc log exception ' Unabletoimportcheckmodule%s pyfromchecks d' % check name return {'error' e 'traceback' traceback message}check class Noneclasses inspect getmembers check module inspect isclass for clsmember in classes if clsmember Agent Check continueif issubclass clsmember Agent Check check class clsmemberif Agent Check in clsmember bases continueelse breakreturn check class,For what purpose does the code return the corresponding check class ?,for a check name if available,"def get_check_class ( self, check_name, check_path ) : return self. _check_class ( check_name, check_path )",1,2,5,3
q338,codeqa,For what purpose,def Client Init if stats STATS is None stats STATS stats Stats Collector config lib Set Platform Arch Context config lib Parse Config Command Line log Log Init registry Init,For what purpose does the code run all startup routines ?,for the client,"def Client Init if stats STATS is None stats STATS stats Stats Collector config lib Set Platform Arch Context config lib Parse Config Command Line log Log Init registry Init
Question: For what purpose does the code run all startup routines?
Answer: To initialize the application.",5,5,5,5
q339,codeqa,For what purpose,def version exclude prerelease versions output []for version in versions if Sem Ver semver compat version prerelease is not None continueoutput append version return output,For what purpose does the code remove prerelease versions ?,for a list of semver versions,"def version exclude_prerelease ( self, output []for version in versions if Sem Ver semver compat version prerelease is not None continueoutput append version return output",1,1,1,1
q340,codeqa,For what purpose,def restore nesting d separator ' ' d copy copy d if any [ separator in k for k in d keys ] else d for k v in d copy items if separator in k top rem k split separator 1 nest d[top] if isinstance d get top dict else {} nest[rem] vd[top] restore nesting nest separator del d[k]return d,For what purpose does the code unwind a flattened dict ?,to restore nesting,"def restore_nesting ( d, separator ='', copy = True, copy_if_empty = True, copy_if_none = True, copy_if_not_empty = True, top = 0, rem = 0, vd = {}, nest = {}, del d ) : 
    for k, v in d.items() : 
        if copy : 
            if copy_if_empty : 
                if rem == 0 : 
                    vd[top] = v 
                    top += 1 
                else : 
                    vd[top] = v 
                    top += 1 
            else : 
                if rem ==",1,1,1,1
q341,codeqa,For what purpose,def image tag delete all context image id delete time None session None tags updated count image child entry delete all models Image Tag image id delete time session return tags updated count,For what purpose does the code delete all image tags ?,for given image,"def image_tag_delete_all ( self, image_id, session, tags, updated_count ) : return tags",1,2,5,3
q342,codeqa,For what purpose,def image member delete all context image id delete time None session None members updated count image child entry delete all models Image Member image id delete time session return members updated count,For what purpose does the code delete all image members ?,for given image,"def delete_all_members ( self ) : return self. members
Question: What does the code delete all image members?
Answer: The image members",1,2,5,3
q343,codeqa,For what purpose,def remove mod persist False comment True pre mods lsmod res salt ['cmd run all'] 'rmmod{ 0 }' format mod python shell False if res['retcode'] 0 post mods lsmod mods rm mods pre mods post mods persist mods set if persist persist mods remove persistent module mod comment return sorted list mods persist mods else return ' Errorremovingmodule{ 0 } {1 }' format mod res['stderr'],For what purpose does the code remove the specified kernel module mod name of module ?,to remove persist also remove module from /etc / modules comment,"def remove_mods ( self, mod_name ) : return 'Error removing module {0} {1}'. format ( mod_name, self. persist )",1,2,5,3
q344,codeqa,For what purpose,def get course blocks course key category return [block for block in modulestore get items course key qualifiers {'category' category} revision Module Store Enum Revision Option published only if is in course tree block ],For what purpose does the code retrieve all xblocks in the course ?,for a particular category,"def get_course_blocks ( self, course_key ) : return [ block for block in modulestore. get_items ( course_key, 'category' ). get ('revision', 'default' ). get ( 'option', 'published' ). get ( 'block' ) for block in modulestore. get_items ( course_key, 'category' ). get ('revision', 'default' ). get ( 'option', 'published' ). get ( 'block' ) ]",1,1,1,1
q345,codeqa,For what purpose,def initialize issue counts review request if review request pk is None return 0issue counts fetch issue counts review request review request issue open count issue counts[ Base Comment OPEN]review request issue resolved count issue counts[ Base Comment RESOLVED]review request issue dropped count issue counts[ Base Comment DROPPED]review request save update fields [u'issue open count' u'issue resolved count' u'issue dropped count'] return None,For what purpose does the code initialize the issue counter fields ?,for a review request,"def initialize_issue_counts_review_request(self) : 
    if self.review_request is None: 
        return 0 
    issue_counts = self.issue_counts 
    issue_counts['OPEN'] = issue_counts.get('OPEN', 0) 
    issue_counts['RESOLVED'] = issue_counts.get('RESOLVED', 0) 
    issue_counts['DROPPED'] = issue_counts.get('DROPPED', 0) 
    issue_counts['CLOSED'] = issue_counts.get('CLOSED', 0) 
    return None",1,2,5,3
q346,codeqa,For what purpose,def default response times A n vals linalg eigvals A r min abs real vals if r 0 0 r 1 0tc 1 0 / r t linspace 0 0 7 * tc n return t,For what purpose does the code compute a reasonable set of time samples ?,for the response time,"def default_response_times ( A, n, r, min_abs, t, linspace, n_vals ) : return t
Question: What is the purpose of the code?
Answer: To compute a reasonable set of time samples for the eigenvalues of a matrix A.",5,5,5,5
q347,codeqa,For what purpose,def truncate digest for ecdsa ec key cdata digest backend lib backend lib ffi backend ffigroup lib EC KEY get 0 group ec key cdata with backend tmp bn ctx as bn ctx order lib BN CTX get bn ctx backend openssl assert order ffi NULL res lib EC GROUP get order group order bn ctx backend openssl assert res 1 order bits lib BN num bits order return truncate digest digest order bits,For what purpose does this function truncate digests that are longer than a given elliptic curve keys length ?,so they can be signed,def truncate_digest_for_ecdsa_ec_key_cdata_digest_backend_lib_backend_lib_ffi_backend_figroup_lib_ec_key_get_0_group_ec_key_cdata_with_backend_tmp_bn_ctx_as_bn_ctx_order_lib_bn_ctx_get_bn_ctx_backend_openssl_assert_order_ffi_NULL_res_lib_ec_group_get_order_group_order_bn_ctx_backend_openssl_assert_res_1_order_bits_lib_bn_num_bits_order_return_truncate_digest_digest_order_bits,1,1,1,1
q348,codeqa,For what purpose,def get role assignments for user user db result User Role Assignment query user user db name return result,For what purpose does the code retrieve all the userroleassignmentdb objects ?,for a particular user,def get_role_assignments ( self ) : return [ user. role_assignment for user in self. userdb. user_role_assignments ],1,2,5,3
q349,codeqa,For what purpose,def canonicalize cfg blocks return canonicalize cfg single backedge blocks,For what purpose does the code rewrite the given blocks ?,to canonicalize the cfg,"def canonicalize_cfg ( self, blocks ) : return canonicalize_cfg single backedge blocks
Question: What is the purpose of the function?
Answer: to simplify the configuration by removing redundant or unnecessary blocks",2,2,3,2
q350,codeqa,For what purpose,def service by name name services available services name name lower if name in services return services[name]for service in six itervalues services if service['file path'] lower name return service basename ext os path splitext service['filename'] if basename lower name return servicereturn False,For what purpose does the code return the service info ?,for a service by label,"def service_by_name(self, name, services):
    for service in services:
        if name in service['file path'].lower():
            return service['basename']
    return False",1,2,5,3
q351,codeqa,For what purpose,@require context@require snapshot existsdef volume glance metadata copy to snapshot context snapshot id volume id session None if session is None session get session metadata volume glance metadata get context volume id session session with session begin for meta in metadata vol glance metadata models Volume Glance Metadata vol glance metadata snapshot id snapshot idvol glance metadata key meta['key']vol glance metadata value meta['value']vol glance metadata save session session,For what purpose does the code update the glance metadata by copying all of the key : value pairs from the originating volume ?,for a snapshot,"def update_metadata ( self, **kwargs ) : 
    if 'key' in kwargs : 
        for key, value in kwargs. items ( ) : 
            meta [ key ] = value 
    return self. _metadata",1,2,5,3
q352,codeqa,For what purpose,"def tofloat value if isiterable value try value np array value dtype np float except Type Error Value Error raise Input Parameter Error u' Parameterof{ 0 }couldnotbeconvertedtofloat' format type value elif isinstance value np ndarray value float value item elif isinstance value numbers Number np number value float value elif isinstance value bool raise Input Parameter Error u' Expectedparametertobeofnumericaltype notboolean' else raise Input Parameter Error u"" Don'tknowhowtoconvertparameterof{ 0 }tofloat"" format type value return value",For what purpose does the code convert a parameter ?,to float or float array,"def tofloat ( self, value ) : 
    if isinstance ( value, np.ndarray ) : 
        if value.dtype == np.float64 : 
            return value.astype ( np.float32 ) 
        elif value.dtype == np.float32 : 
            return value.astype ( np.float64 ) 
        elif value.dtype == np.int64 : 
            return value.astype ( np.float64 ) 
        elif value.dtype == np.int32 : 
            return value.astype ( np.float64 ) 
        else : 
            raise Input Parameter Error ( ""Value of type {0} cannot be converted to float"".format ( type (",1,1,1,1
q353,codeqa,For what purpose,def register tag cls json tags[ TAG PREFIX + getattr cls 'json tag' ] clsreturn cls,For what purpose does the code decorate a class ?,to register its json tag,"def register ( cls, json_tags ) : return cls
Question: What does the code register a class with a JSON tag?
Answer: a class with a JSON tag",1,2,5,3
q354,codeqa,For what purpose,def add multi constructor tag prefix multi constructor Loader Loader Loader add multi constructor tag prefix multi constructor,For what purpose does the code add a multi - constructor ?,for the given tag prefix,"def add_multi_constructor ( self, *args ) : return self. _name +'' +'multi' +'' + self. _name +'' + 'constructor'",1,2,5,3
