id,dataset,category,code,question,answer,prediction,accuracy,completeness,clarity,relevance
q320,codeqa,For what purpose,def dump model model attrs None for field in model meta fields print '%s %s ' % field name str getattr model field name if attrs is not None for attr in attrs print '%s %s ' % attr str getattr model attr for field in model meta many to many vals getattr model field name print '%s %s %i ' % field name ' ' join map str vals all vals count print,For what purpose does the code dump the model fields ?,for debugging,"For what purpose does the code dump the model fields?
 
The code dumps the model fields to print their names and values.",4,4,4,5
q321,codeqa,For what purpose,def active log format name log format server DEFAULT SERVER ret {'name' name 'changes' {} 'comment' str 'result' None}current log format salt ['win smtp server get log format'] server if log format current log format ret['comment'] ' Log Plugin Clsidalreadycontainstheidoftheprovidedlogformat 'ret['result'] Trueelif opts ['test'] ret['comment'] ' Log Plugin Clsidwillbechanged 'ret['changes'] {'old' current log format 'new' log format}else ret['comment'] ' Set Log Plugin Clsidtocontaintheidoftheprovidedlogformat 'ret['changes'] {'old' current log format 'new' log format}ret['result'] salt ['win smtp server set log format'] log format server return ret,For what purpose does the code manage the active log format ?,for the smtp server,It updates the active log format.,4,5,4,5
q322,codeqa,For what purpose,@task base Base Instructor Task routing key settings GRADES DOWNLOAD ROUTING KEY def calculate problem grade report entry id xmodule instance args action name ugettext noop 'problemdistributiongraded' TASK LOG info u' Task %s Instructor Task ID %s Tasktype %s Preparingfortaskexecution' xmodule instance args get 'task id' entry id action name task fn partial upload problem grade report xmodule instance args return run main task entry id task fn action name,For what purpose does the code push the results to an s3 bucket ?,for download,None,2,1,3,5
q323,codeqa,For what purpose,def fetch crl project id if not CONF crypto use project ca project id Nonecrl file path crl path project id if not os path exists crl file path raise exception Crypto CRL File Not Found project project id with open crl file path 'r' as crlfile return crlfile read,For what purpose does the code get crl file ?,for project,read the CRL file.,4,4,4,5
q324,codeqa,For what purpose,def open resource name name parts name lstrip '/' split '/' for part in name parts if part os path pardir or os path sep in part raise Value Error ' Badpathsegment %r' % part filename os path join os path dirname file 'zoneinfo' *name parts if not os path exists filename and resource stream is not None return resource stream name 'zoneinfo/' + name return open filename 'rb',For what purpose does the code open a resource ?,for reading,For reading a file.,4,4,4,5
q325,codeqa,For what purpose,def create File final Size 2000000000 chunk np random normal size 1000000 astype np float 32 f h5 py File 'test hdf 5 ' 'w' f create dataset 'data' data chunk chunks True maxshape None data f['data']n Chunks final Size // chunk size * chunk itemsize with pg Progress Dialog ' Generatingtest hdf 5 ' 0 n Chunks as dlg for i in range n Chunks newshape [ data shape[ 0 ] + chunk shape[ 0 ] ]data resize newshape data[ - chunk shape[ 0 ] ] chunkdlg + 1if dlg was Canceled f close os remove 'test hdf 5 ' sys exit dlg + 1f close,For what purpose does the code create a large hdf5 data file ?,for testing,Generates a large HDF5 data file.,4,4,4,5
q326,codeqa,For what purpose,def read sheets archive xml source archive read ARC WORKBOOK tree fromstring xml source for element in safe iterator tree '{%s}sheet' % SHEET MAIN NS attrib element attribattrib['id'] attrib[ '{%s}id' % REL NS ]del attrib[ '{%s}id' % REL NS ]if attrib['id'] yield attrib,For what purpose do worksheet titles and ids read ?,for a workbook,For worksheet titles and ids.,4,4,4,5
q327,codeqa,For what purpose,def preprocess for train image output height output width padding PADDING tf image summary 'image' tf expand dims image 0 image tf to float image if padding > 0 image tf pad image [[padding padding] [padding padding] [0 0]] distorted image tf random crop image [output height output width 3] distorted image tf image random flip left right distorted image tf image summary 'distorted image' tf expand dims distorted image 0 distorted image tf image random brightness distorted image max delta 63 distorted image tf image random contrast distorted image lower 0 2 upper 1 8 return tf image per image whitening distorted image,For what purpose does the code preprocess the given image ?,for training,The code preprocesses the given image for training.,5,5,5,5
q328,codeqa,For what purpose,def organize states for post update base mapper states uowtransaction return list connections for states base mapper uowtransaction states,For what purpose does the code make an initial pass across a set of states ?,for update corresponding to post_update,"For what purpose does the code make an initial pass across a set of states?
 
It is unclear",3,2,2,3
q329,codeqa,For what purpose,def preprocess for eval image output height output width tf image summary 'image' tf expand dims image 0 image tf to float image resized image tf image resize image with crop or pad image output width output height tf image summary 'resized image' tf expand dims resized image 0 return tf image per image whitening resized image,For what purpose does the code preprocess the given image ?,for evaluation,For whitening.,3,3,4,5
q330,codeqa,For what purpose,def init gpg gpg gnupg GPG homedir config GPG KEY DIR for keyfile in 'test journalist key pub' 'test journalist key sec' gpg import keys open keyfile read return gpg,For what purpose does the code import the journalist key ?,for testing,For signing and verifying digital signatures.,3,3,4,5
q331,codeqa,For what purpose,def preprocess for eval image output height output width resize side image aspect preserving resize image resize side image central crop [image] output height output width [0 ]image set shape [output height output width 3] image tf to float image return mean image subtraction image [ R MEAN G MEAN B MEAN],For what purpose does the code preprocess the given image ?,for evaluation,The code resizes the image while preserving its aspect ratio.,4,3,4,5
q332,codeqa,For what purpose,def get repo **kwargs for key in 'fromrepo' 'repo' try return kwargs[key]except Key Error passreturn '',For what purpose does the code check the kwargs ?,for either fromrepo or repo,"For what purpose does the code check the kwargs?
Answer: to retrieve a value from the kwargs dictionary.",4,4,4,5
q333,codeqa,For what purpose,def get overrides for user user block query Student Field Override objects filter course id block runtime course id location block location student id user id overrides {}for override in query field block fields[override field]value field from json json loads override value overrides[override field] valuereturn overrides,For what purpose does the code get all of the individual student overrides ?,for given user and block,"For what purpose does the code get all of the individual student overrides?
 
The code gets all of the individual student overrides to update the `overrides` dictionary.",4,5,4,5
q334,codeqa,For what purpose,def get cls kwargs cls set None toplevel set is None if toplevel set set ctr cls dict get ' init ' False has init ctr and isinstance ctr types Function Type and isinstance ctr code types Code Type if has init names has kw inspect func args ctr set update names if not has kw and not toplevel return Noneif not has init or has kw for c in cls bases if get cls kwargs c set is None break set discard 'self' return set,For what purpose do the full set of inherited kwargs return ?,for the given cls,"For what purpose do the full set of inherited kwargs return?
 
The full set of inherited kwargs return to discard'self' from the set.",3,3,4,5
q335,codeqa,For what purpose,def implemented function symfunc implementation from sympy core function import Undefined Functionif isinstance symfunc string types symfunc Undefined Function symfunc elif not isinstance symfunc Undefined Function raise Value Error 'symfuncshouldbeeitherastringoran Undefined Functioninstance ' symfunc imp staticmethod implementation return symfunc,For what purpose does the code add numerical implementation ?,to function symfunc,"For what purpose does the code add numerical implementation?
 
It is not specified.",2,2,3,3
q336,codeqa,For what purpose,def image property delete all context image id delete time None session None props updated count image child entry delete all models Image Property image id delete time session return props updated count,For what purpose does the code delete all image properties ?,for given image,delete all image properties,4,5,4,5
q337,codeqa,For what purpose,def get check class check name check path from checks import Agent Checkcheck class Nonetry check module imp load source 'checksd %s' % check name check path except Exception as e traceback message traceback format exc log exception ' Unabletoimportcheckmodule%s pyfromchecks d' % check name return {'error' e 'traceback' traceback message}check class Noneclasses inspect getmembers check module inspect isclass for clsmember in classes if clsmember Agent Check continueif issubclass clsmember Agent Check check class clsmemberif Agent Check in clsmember bases continueelse breakreturn check class,For what purpose does the code return the corresponding check class ?,for a check name if available,The code returns the corresponding check class to be used for inspection.,4,5,4,5
q338,codeqa,For what purpose,def Client Init if stats STATS is None stats STATS stats Stats Collector config lib Set Platform Arch Context config lib Parse Config Command Line log Log Init registry Init,For what purpose does the code run all startup routines ?,for the client,For initialization.,4,4,4,5
q339,codeqa,For what purpose,def version exclude prerelease versions output []for version in versions if Sem Ver semver compat version prerelease is not None continueoutput append version return output,For what purpose does the code remove prerelease versions ?,for a list of semver versions,"For what purpose does the code remove prerelease versions?
 
It removes prerelease versions.",4,5,4,5
q340,codeqa,For what purpose,def restore nesting d separator ' ' d copy copy d if any [ separator in k for k in d keys ] else d for k v in d copy items if separator in k top rem k split separator 1 nest d[top] if isinstance d get top dict else {} nest[rem] vd[top] restore nesting nest separator del d[k]return d,For what purpose does the code unwind a flattened dict ?,to restore nesting,"For what purpose does the code unwind a flattened dict?
 
It separates nested key-value pairs back into a dictionary.",4,5,4,5
q341,codeqa,For what purpose,def image tag delete all context image id delete time None session None tags updated count image child entry delete all models Image Tag image id delete time session return tags updated count,For what purpose does the code delete all image tags ?,for given image,delete all image tags,4,4,4,5
q342,codeqa,For what purpose,def image member delete all context image id delete time None session None members updated count image child entry delete all models Image Member image id delete time session return members updated count,For what purpose does the code delete all image members ?,for given image,delete all image members,4,4,4,5
q343,codeqa,For what purpose,def remove mod persist False comment True pre mods lsmod res salt ['cmd run all'] 'rmmod{ 0 }' format mod python shell False if res['retcode'] 0 post mods lsmod mods rm mods pre mods post mods persist mods set if persist persist mods remove persistent module mod comment return sorted list mods persist mods else return ' Errorremovingmodule{ 0 } {1 }' format mod res['stderr'],For what purpose does the code remove the specified kernel module mod name of module ?,to remove persist also remove module from /etc / modules comment,"For what purpose does the code remove the specified kernel module mod name of module?
It removes the specified kernel module.",3,4,4,5
q344,codeqa,For what purpose,def get course blocks course key category return [block for block in modulestore get items course key qualifiers {'category' category} revision Module Store Enum Revision Option published only if is in course tree block ],For what purpose does the code retrieve all xblocks in the course ?,for a particular category,"For what purpose does the code retrieve all xblocks in the course?
 
The code retrieves all xblocks in the course that match the specified category.",4,5,4,5
q345,codeqa,For what purpose,def initialize issue counts review request if review request pk is None return 0issue counts fetch issue counts review request review request issue open count issue counts[ Base Comment OPEN]review request issue resolved count issue counts[ Base Comment RESOLVED]review request issue dropped count issue counts[ Base Comment DROPPED]review request save update fields [u'issue open count' u'issue resolved count' u'issue dropped count'] return None,For what purpose does the code initialize the issue counter fields ?,for a review request,issue counter fields,4,4,4,5
q346,codeqa,For what purpose,def default response times A n vals linalg eigvals A r min abs real vals if r 0 0 r 1 0tc 1 0 / r t linspace 0 0 7 * tc n return t,For what purpose does the code compute a reasonable set of time samples ?,for the response time,"For what purpose does the code compute a reasonable set of time samples?
 
The code computes a reasonable set of time samples to plot the response of a system over time.",4,4,4,5
q347,codeqa,For what purpose,def truncate digest for ecdsa ec key cdata digest backend lib backend lib ffi backend ffigroup lib EC KEY get 0 group ec key cdata with backend tmp bn ctx as bn ctx order lib BN CTX get bn ctx backend openssl assert order ffi NULL res lib EC GROUP get order group order bn ctx backend openssl assert res 1 order bits lib BN num bits order return truncate digest digest order bits,For what purpose does this function truncate digests that are longer than a given elliptic curve keys length ?,so they can be signed,The function truncates digests that are longer than the given elliptic curve key length.,4,4,4,5
q348,codeqa,For what purpose,def get role assignments for user user db result User Role Assignment query user user db name return result,For what purpose does the code retrieve all the userroleassignmentdb objects ?,for a particular user,"For what purpose does the code retrieve all the userroleassignmentdb objects?
 
The code retrieves all the userroleassignmentdb objects to get role assignments for a user.",4,5,4,5
q349,codeqa,For what purpose,def canonicalize cfg blocks return canonicalize cfg single backedge blocks,For what purpose does the code rewrite the given blocks ?,to canonicalize the cfg,"For what purpose does the code rewrite the given blocks?
canonicalize",4,3,4,5
q350,codeqa,For what purpose,def service by name name services available services name name lower if name in services return services[name]for service in six itervalues services if service['file path'] lower name return service basename ext os path splitext service['filename'] if basename lower name return servicereturn False,For what purpose does the code return the service info ?,for a service by label,"For what purpose does the code return the service info?
 
The code returns the service info if the service name matches the given name.",3,3,4,5
q351,codeqa,For what purpose,@require context@require snapshot existsdef volume glance metadata copy to snapshot context snapshot id volume id session None if session is None session get session metadata volume glance metadata get context volume id session session with session begin for meta in metadata vol glance metadata models Volume Glance Metadata vol glance metadata snapshot id snapshot idvol glance metadata key meta['key']vol glance metadata value meta['value']vol glance metadata save session session,For what purpose does the code update the glance metadata by copying all of the key : value pairs from the originating volume ?,for a snapshot,"For what purpose does the code update the glance metadata by copying all of the key : value pairs from the originating volume?
 
 It copies the key : value pairs to save the volume's metadata.",3,4,4,5
q352,codeqa,For what purpose,"def tofloat value if isiterable value try value np array value dtype np float except Type Error Value Error raise Input Parameter Error u' Parameterof{ 0 }couldnotbeconvertedtofloat' format type value elif isinstance value np ndarray value float value item elif isinstance value numbers Number np number value float value elif isinstance value bool raise Input Parameter Error u' Expectedparametertobeofnumericaltype notboolean' else raise Input Parameter Error u"" Don'tknowhowtoconvertparameterof{ 0 }tofloat"" format type value return value",For what purpose does the code convert a parameter ?,to float or float array,float,4,3,4,5
q353,codeqa,For what purpose,def register tag cls json tags[ TAG PREFIX + getattr cls 'json tag' ] clsreturn cls,For what purpose does the code decorate a class ?,to register its json tag,"For what purpose does the code decorate a class?
 
The code decorates a class to add a new method to the class.",3,3,4,5
q354,codeqa,For what purpose,def add multi constructor tag prefix multi constructor Loader Loader Loader add multi constructor tag prefix multi constructor,For what purpose does the code add a multi - constructor ?,for the given tag prefix,For debugging purposes.,3,4,3,4
q355,codeqa,For what purpose,def loop lift modify blocks func ir loopinfo blocks typingctx targetctx flags locals from numba dispatcher import Lifted Looploop loopinfo looploopblockkeys set loop body set loop entries set loop exits loopblocks dict k blocks[k] copy for k in loopblockkeys loop lift prepare loop func loopinfo loopblocks lifted ir func ir derive blocks loopblocks arg names tuple loopinfo inputs arg count len loopinfo inputs force non generator True liftedloop Lifted Loop lifted ir typingctx targetctx flags locals callblock loop lift modify call block liftedloop blocks[loopinfo callfrom] loopinfo inputs loopinfo outputs loopinfo returnto for k in loopblockkeys del blocks[k]blocks[loopinfo callfrom] callblockreturn liftedloop,For what purpose does the code modify the block inplace ?,to call to the lifted - loop,inplace,3,3,4,5
q356,codeqa,For what purpose,def match css class str return re compile ' ^ *\\s %s $ \\s ' % str,For what purpose does the code build a re ?,to match the given css class,For regular expression matching of CSS class names.,4,5,5,5
q357,codeqa,For what purpose,def pre Build Page page context data extra {'CURRENT PAGE' page}context update extra return context data,For what purpose does the code update the context of the page ?,to include : the page itself as { { current_page } },"For what purpose does the code update the page context? 
The page context.",4,3,4,5
q358,codeqa,For what purpose,def inspect response response spider None from scrapy project import crawler Shell crawler start response response spider spider,For what purpose does the code open a shell ?,to inspect the given response,For debugging purposes.,4,4,5,5
q359,codeqa,For what purpose,def volume glance metadata create context volume id key value return IMPL volume glance metadata create context volume id key value,For what purpose does the code update the glance metadata ?,for the specified volume,"For what purpose does the code update the glance metadata?
 
The code updates the glance metadata.",4,4,4,5
q360,codeqa,For what purpose,def get pixmap icon name global plugin icon resources plugin nameif not icon name startswith u'images/' pixmap Q Pixmap pixmap load I icon name return pixmapif plugin name local images dir get local images dir plugin name local image path os path join local images dir icon name replace u'images/' u'' if os path exists local image path pixmap Q Pixmap pixmap load local image path return pixmapif icon name in plugin icon resources pixmap Q Pixmap pixmap load From Data plugin icon resources[icon name] return pixmapreturn None,For what purpose does the code retrieve a qpixmap ?,for the named image,To load a pixmap from a file.,4,4,4,5
q361,codeqa,Yes/No,def receive message topic name subscription name pubsub client pubsub Client topic pubsub client topic topic name subscription topic subscription subscription name results subscription pull return immediately True print ' Received{}messages ' format len results for ack id message in results print '*{} {} {}' format message message id message data message attributes if results subscription acknowledge [ack id for ack id message in results],Does the code receive a message from a pull subscription ?,Yes,Yes,5,5,4,5
q362,codeqa,Yes/No,def get Plugins Directory Path return archive get Absolute Frozen Folder Path file 'xml plugins',Does the code get the plugins directory path ?,Yes,Yes,5,5,5,5
q363,codeqa,Yes/No,def get models app labels from django db models import get app get apps get modelfrom django db models import get models as get all modelsfrom django contrib contenttypes models import Content Type EXCLUDED MODELS Content Type models []if not app labels for app in get apps models + [m for m in get all models app if m not in EXCLUDED MODELS ]for app label in app labels if ' ' in app label app label model name app label split ' ' 1 models append get model app label model name else models + [m for m in get all models get app app label if m not in EXCLUDED MODELS ]return models,Does the code get a list of models for the given app labels ?,Yes,Yes,5,5,4,5
q364,codeqa,Yes/No,@register u'kill-line' def kill line event buff event current bufferif event arg < 0 deleted buff delete before cursor count - buff document get start of line position elif buff document current char u'\n' deleted buff delete 1 else deleted buff delete count buff document get end of line position event cli clipboard set text deleted,Does the code kill the text to the end of the line ?,Yes,Yes,5,5,5,5
q365,codeqa,Yes/No,def add additional response fields request serialized discussion entities usernames discussion entity type include profile image if include profile image username profile dict get user profile dict request usernames ' ' join usernames for discussion entity in serialized discussion entities discussion entity['users'] get users discussion entity type discussion entity username profile dict return serialized discussion entities,Does the code add additional data to serialized discussion thread / comment ?,Yes,Yes,5,5,5,5
q366,codeqa,Yes/No,def volume glance metadata copy to volume context volume id snapshot id return IMPL volume glance metadata copy to volume context volume id snapshot id,Does the code update the glance metadata from a volume by copying all of the key : value pairs from the originating snapshot ?,Yes,No,2,2,3,5
q367,codeqa,Yes/No,def send mail to admin email subject email body app id app identity services get application id body ' Sentfrom%s \n\n%s' % app id email body email services send mail feconf SYSTEM EMAIL ADDRESS feconf ADMIN EMAIL ADDRESS email subject body body replace '\n' '<br/>' bcc admin False,Does the code send an email to the admin email address ?,Yes,Yes,5,5,5,5
q368,codeqa,Yes/No,def get Float From Character Split Line character split Line line From Character gcodec get String From Character Split Line character split Line if line From Character None return Nonereturn float line From Character,Does the code get the float after the first occurence of the character in the split line ?,Yes,Yes,5,5,5,5
q369,codeqa,Yes/No,def get Split Line Before Bracket Semicolon line bracket Semicolon Index min line find ' ' line find ' ' if bracket Semicolon Index < 0 return line split return line[ bracket Semicolon Index] split,Does the code get the split line before a bracket or semicolon ?,Yes,Yes,5,5,4,5
q370,codeqa,Yes/No,def key pair get all by user context user id limit None marker None return IMPL key pair get all by user context user id limit limit marker marker,Does the code get all key_pairs by user ?,Yes,Yes,5,5,5,5
q371,codeqa,Yes/No,def get Cubic Path By Begin End begin control Points element Node end return svg reader get Cubic Points begin control Points end lineation get Number Of Bezier Points begin element Node end,Does the code get the cubic path by begin and end ?,Yes,Yes,5,5,5,5
q372,codeqa,Yes/No,@register tagdef render comment form parser token return Render Comment Form Node handle token parser token,Does the code render the comment form through the comments / form ?,Yes,Yes,5,5,5,5
q373,codeqa,Yes/No,def generate jwt now int time time header json json dumps {'typ' 'JWT' 'alg' 'RS 256 '} payload json json dumps {'iat' now 'exp' now + 3600 'iss' DEFAULT SERVICE ACCOUNT 'sub' DEFAULT SERVICE ACCOUNT 'aud' 'echo endpoints sample google com' 'email' DEFAULT SERVICE ACCOUNT} header And Payload '{} {}' format base 64 urlsafe b64 encode header json base 64 urlsafe b64 encode payload json key name signature app identity sign blob header And Payload signed jwt '{} {}' format header And Payload base 64 urlsafe b64 encode signature return signed jwt,Does the code generate a signed json web token using the google app engine default service account ?,Yes,Yes,5,5,5,5
q374,codeqa,Yes/No,def add path index 0 curr Index -1 sys Path get path path normalize dir path index int index if index < 0 index len sys Path + index + 1 if index > len sys Path index len sys Path local Path os environ['PATH'] split os pathsep if path not in local Path local Path append path os environ['PATH'] os pathsep join local Path try curr Index sys Path index path if curr Index index sys Path pop curr Index else return Trueexcept Value Error passsys Path insert index path regedit salt ['reg set value'] 'HKEY LOCAL MACHINE' 'SYSTEM\\ Current Control Set\\ Control\\ Session Manager\\ Environment' 'PATH' ' ' join sys Path 'REG EXPAND SZ' if regedit return rehash else return False,Does the code add the directory to the system path in the index location returns ?,Yes,Yes,5,5,4,5
q375,codeqa,Yes/No,def add Bottom Loop delta Z loops bottom Loop loops[ 0 ]bottom Addition []bottom Z euclidean get Bottom Path bottom Loop + delta Z for point in bottom Loop bottom Addition append Vector 3 Index len bottom Addition point x point y bottom Z loops insert 0 bottom Addition number Of Vertexes 0for loop in loops for point in loop point index number Of Vertexesnumber Of Vertexes + 1,Does the code add bottom loop to loops ?,Yes,Yes,5,5,5,5
q376,codeqa,Yes/No,def libvlc media player get media p mi f Cfunctions get 'libvlc media player get media' None or Cfunction 'libvlc media player get media' 1 class result Media ctypes c void p Media Player return f p mi,Does the code get the media used by the media_player ?,Yes,Yes,5,5,5,5
q377,codeqa,Yes/No,def add lazy relation cls field relation operation if relation RECURSIVE RELATIONSHIP CONSTANT app label cls meta app labelmodel name cls name elif isinstance relation six string types try app label model name relation split ' ' except Value Error app label cls meta app labelmodel name relationelse app label relation meta app labelmodel name relation meta object namemodel get model app label model name seed cache False only installed False if model operation field model cls else key app label model name value cls field operation pending lookups setdefault key [] append value,Does the code add a lookup on cls when a related field is defined using a string ?,Yes,Yes,5,5,5,5
q378,codeqa,Yes/No,@register inclusion tag get template 'inclusion html' takes context False def inclusion explicit no context from template arg return {'result' 'inclusion explicit no context from template- Expectedresult %s' % arg },Did the code expect inclusion_explicit_no_context_from_template _ _ doc _ _ ?,Yes,Yes,5,5,4,5
q379,codeqa,Yes/No,@require admin contextdef group type access add context type id project id group type id group type get id from group type context type id access ref models Group Type Projects access ref update {'group type id' group type id 'project id' project id} session get session with session begin try access ref save session session except db exc DB Duplicate Entry raise exception Group Type Access Exists group type id type id project id project id return access ref,Does the code add given tenant to the group type access list ?,Yes,No,3,2,4,5
q380,codeqa,Yes/No,def libvlc video get aspect ratio p mi f Cfunctions get 'libvlc video get aspect ratio' None or Cfunction 'libvlc video get aspect ratio' 1 string result ctypes c void p Media Player return f p mi,Does the code get current video aspect ratio ?,Yes,Yes,5,5,5,5
q381,codeqa,Yes/No,def index collections given ids collection ids collection list get multiple collections by id collection ids strict False values search services add documents to index [ collection to search dict collection for collection in collection list if should index collection ] SEARCH INDEX COLLECTIONS,Does the code add the given collections to the search index ?,Yes,Yes,5,5,5,5
q382,codeqa,Yes/No,def find path all False searched locations[ ] []matches []for finder in get finders result finder find path all all if not all and result return resultif not isinstance result list tuple result [result]matches extend result if matches return matchesreturn [] if all else None,Does the code find a static file with the given path using all enabled finders ?,Yes,Yes,5,5,5,5
q383,codeqa,Yes/No,@contextmanagerdef safe query string request qs request META['QUERY STRING']try request META['QUERY STRING'] iri to uri qs yield finally request META['QUERY STRING'] qs,Does the code turn the query_string into a unicode- and ascii - safe string ?,Yes,Yes,5,5,5,5
q384,codeqa,Yes/No,def floating ip get by fixed address context fixed address return IMPL floating ip get by fixed address context fixed address,Does the code get a floating ips by fixed address ?,Yes,Yes,5,5,5,5
q385,codeqa,Yes/No,def get New Repository return Whittle Repository,Does the code get new repository ?,Yes,Yes,5,5,5,5
q386,codeqa,Yes/No,def get dhcp opts context network ref fixedips gateway network ref['gateway']if network ref['multi host'] and not network ref['share address'] or CONF share dhcp address gateway network ref['dhcp server']hosts []if CONF use single default gateway for fixedip in fixedips if fixedip allocated vif id fixedip virtual interface idif fixedip default route hosts append host dhcp opts vif id gateway else hosts append host dhcp opts vif id else hosts append host dhcp opts None gateway return '\n' join hosts,Does the code get networks hosts config in dhcp - opts format ?,Yes,Yes,5,5,5,5
q387,codeqa,Yes/No,def get dev prefix for disk bus disk bus if CONF libvirt disk prefix return CONF libvirt disk prefixif disk bus 'ide' return 'hd'elif disk bus 'virtio' return 'vd'elif disk bus 'xen' return 'sd'elif disk bus 'scsi' return 'sd'elif disk bus 'usb' return 'sd'elif disk bus 'uml' return 'ubd'elif disk bus 'lxc' return Noneelse raise exception Nova Exception ' Unabletodeterminediskprefixfor%s' % disk bus,Does the code determine the dev prefix for a disk bus ?,Yes,Yes,5,5,5,5
q388,codeqa,Yes/No,def get Character Integer String character offset split Line step Length float Value get Float From Character Split Line character split Line if float Value None return Nonefloat Value + offsetinteger Value int round float float Value / step Length return character + str integer Value,Does the code get a character and integer string ?,Yes,Yes,5,5,4,5
q389,codeqa,Yes/No,"def Get Version with open os path join 'googleads' 'common py' as versions file source versions file read return re search ""\\n VERSION ' *? '"" source group 1",Does the code get the version from googleads / common ?,Yes,Yes,5,5,5,5
q390,codeqa,Yes/No,def get Plugins Directory Path return archive get Absolute Frozen Folder Path file 'skeinforge plugins',Does the code get the plugins directory path ?,Yes,Yes,5,5,5,5
q391,codeqa,Yes/No,def libvlc media player get hwnd p mi f Cfunctions get 'libvlc media player get hwnd' None or Cfunction 'libvlc media player get hwnd' 1 None ctypes c void p Media Player return f p mi,Does the code get the windows api window handle previously set with l{libvlc_media_player_set_hwnd } ( ) ?,Yes,Yes,5,5,5,5
q392,codeqa,Yes/No,@utils arg 'server' metavar '<server>' help ' Nameor I Dofserver ' @utils arg 'secgroup' metavar '<secgroup>' help ' Nameof Security Group ' def do remove secgroup cs args server find server cs args server server remove security group args secgroup,Does the code remove a security group from a server ?,Yes,Yes,5,5,5,5
q393,codeqa,Yes/No,def generate jwt service account file issuer audiences with open service account file 'r' as fh service account info json load fh signer google auth crypt Signer from string service account info['private key'] service account info['private key id'] now int time time payload {'iat' now 'exp' now + MAX TOKEN LIFETIME SECS 'aud' audiences 'iss' issuer 'sub' '12345678 ' 'email' 'user@example com'}signed jwt google auth jwt encode signer payload return signed jwt,Does the code generate a signed json web token using a google api service account ?,Yes,Yes,5,5,4,5
q394,codeqa,Yes/No,def write Output file Name file Name Penultimate file Name Suffix file Penultimate Written gcode Text '' repository settings get Read Repository Comment Repository if gcode Text '' gcode Text archive get File Text file Name Suffix if repository activate Comment value get Window Analyze File Given Text file Name Suffix gcode Text,Does the code write a commented gcode file for a skeinforge gcode file ?,Yes,Yes,5,5,5,5
q395,codeqa,Yes/No,def fixed ip get by floating address context floating address return IMPL fixed ip get by floating address context floating address,Does the code get a fixed ip by a floating address ?,Yes,Yes,5,5,5,5
q396,codeqa,Yes/No,def libvlc media player set xwindow p mi drawable f Cfunctions get 'libvlc media player set xwindow' None or Cfunction 'libvlc media player set xwindow' 1 1 None None Media Player ctypes c uint 32 return f p mi drawable,Did the code set an x window system drawable where the media player should render its video output ?,Yes,Yes,5,5,5,5
q397,codeqa,Yes/No,def get Clipped Loop Path clip loop Path if clip < 0 0 return loop Pathloop Path Length get Path Length loop Path clip min clip 0 3 * loop Path Length last Length 0 0point Index 0total Length 0 0while total Length < clip and point Index < len loop Path - 1 first Point loop Path[point Index]second Point loop Path[ point Index + 1 ]point Index + 1last Length total Lengthtotal Length + abs first Point - second Point remaining Length clip - last Length clipped Loop Path loop Path[point Index ]ultimate Clipped Point clipped Loop Path[ 0 ]penultimate Clipped Point loop Path[ point Index - 1 ]segment ultimate Clipped Point - penultimate Clipped Point segment Length abs segment loop Path clipped Loop Pathif segment Length > 0 0 new Ultimate Point penultimate Clipped Point + segment * remaining Length / segment Length loop Path [new Ultimate Point] + loop Path return get Clipped At End Loop Path clip loop Path,Does the code get a clipped loop path ?,Yes,Yes,5,5,4,5
q398,codeqa,Yes/No,def new figure manager given figure num figure canvas Figure Canvas Agg figure manager Figure Manager Base canvas num return manager,Does the code create a new figure manager instance for the given figure ?,Yes,Yes,5,5,5,5
q399,codeqa,Yes/No,def runfcgi func from flup server fcgi import WSGI Serverif len sys argv > 2 args sys argv[ ]if 'fastcgi' in args args remove 'fastcgi' elif 'fcgi' in args args remove 'fcgi' hostport validip args[ 1 ] elif len sys argv > 1 hostport 'localhost' 8000 else hostport Nonereturn makeserver WSGI Server func multiplexed True bind Address hostport run,Does the code run a wsgi - function with a fastcgi server ?,Yes,No,3,3,3,3
q400,codeqa,Yes/No,def add Name To Cache name indexer id 0 cache db con db DB Connection 'cache db' name sickbeard helpers full sanitize Scene Name name if name not in name Cache name Cache[name] int indexer id cache db con action 'INSERTORREPLACEINT Oscene names indexer id name VALUES ? ? ' [indexer id name],Does the code add the show & tvdb i d to the scene_names table in cache ?,Yes,Yes,5,5,5,5
q401,codeqa,Yes/No,"def write biom table biom table biom table fp compress True write hdf 5 HAVE H5 PY table type 'OT Utable' if biom table is empty raise Empty BIOM Table Error "" Attemptingtowriteanempty BIO Mtabletodisk QIIM Edoesn'tsupportwritingempty BIO Moutputfiles "" generated by get generated by for biom tables biom table type table typeif write hdf 5 with biom open biom table fp 'w' as biom file biom table to hdf 5 biom file generated by compress else with open biom table fp 'w' as biom file biom table to json generated by biom file",Does the code write a biom table to the specified filepath parameters biom_table : biom ?,Yes,Yes,5,5,5,5
